mondo_id,mapping_type,doid_id,mapping_justification,mondo_label,doid_label
MONDO:0014439,skos:exactMatch,DOID:0110133,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 11,Bardet-Biedl syndrome 11
MONDO:0014440,skos:exactMatch,DOID:0110134,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 12,Bardet-Biedl syndrome 12
MONDO:0014441,skos:exactMatch,DOID:0110135,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 13,Bardet-Biedl syndrome 13
MONDO:0014442,skos:exactMatch,DOID:0110136,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 14,Bardet-Biedl syndrome 14
MONDO:0014443,skos:exactMatch,DOID:0110137,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 15,Bardet-Biedl syndrome 15
MONDO:0014444,skos:exactMatch,DOID:0110138,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 16,Bardet-Biedl syndrome 16
MONDO:0014445,skos:exactMatch,DOID:0110139,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 17,Bardet-Biedl syndrome 17
MONDO:0014446,skos:exactMatch,DOID:0110140,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 18,Bardet-Biedl syndrome 18
MONDO:0014447,skos:exactMatch,DOID:0110141,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 19,Bardet-Biedl syndrome 19
MONDO:0014451,skos:exactMatch,DOID:0111132,semapv:UnspecifiedMatching,focal segmental glomerulosclerosis 7,focal segmental glomerulosclerosis 7
MONDO:0014453,skos:exactMatch,DOID:0111949,semapv:UnspecifiedMatching,immunodeficiency 36 with lymphoproliferation,immunodeficiency 36
MONDO:0014456,skos:exactMatch,DOID:0112134,semapv:UnspecifiedMatching,autosomal recessive severe congenital neutropenia due to JAGN1 deficiency,severe congenital neutropenia 6
MONDO:0014457,skos:exactMatch,DOID:0070432,semapv:UnspecifiedMatching,hyperphosphatasia with intellectual disability syndrome 5,hyperphosphatasia with impaired intellectual development syndrome 5
MONDO:0014458,skos:exactMatch,DOID:0080760,semapv:UnspecifiedMatching,Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young,Fanconi renotubular syndrome 4
MONDO:0014461,skos:exactMatch,DOID:0090081,semapv:UnspecifiedMatching,hypogonadotropic hypogonadism 22 with or without anosmia,hypogonadotropic hypogonadism 22 with or without anosmia
MONDO:0014462,skos:exactMatch,DOID:0111133,semapv:UnspecifiedMatching,focal segmental glomerulosclerosis 8,focal segmental glomerulosclerosis 8
MONDO:0014465,skos:exactMatch,DOID:0110624,semapv:UnspecifiedMatching,primary ciliary dyskinesia 30,primary ciliary dyskinesia 30
MONDO:0014466,skos:exactMatch,DOID:0080075,semapv:UnspecifiedMatching,Neu-Laxova syndrome 2,Neu-Laxova syndrome 2
MONDO:0014467,skos:exactMatch,DOID:0110203,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease recessive intermediate D,Charcot-Marie-Tooth disease recessive intermediate D
MONDO:0014468,skos:exactMatch,DOID:0110659,semapv:UnspecifiedMatching,congenital myasthenic syndrome 7,congenital myasthenic syndrome 7
MONDO:0014469,skos:exactMatch,DOID:0110464,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 103,autosomal recessive nonsyndromic deafness 103
MONDO:0014470,skos:exactMatch,DOID:0110586,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 65,autosomal dominant nonsyndromic deafness 65
MONDO:0014471,skos:exactMatch,DOID:0111143,semapv:UnspecifiedMatching,mitochondrial proton-transporting ATP synthase complex deficiency,mitochondrial complex V (ATP synthase) deficiency
MONDO:0014473,skos:exactMatch,DOID:0070283,semapv:UnspecifiedMatching,"microcephaly 13, primary, autosomal recessive",primary autosomal recessive microcephaly 13
MONDO:0014474,skos:exactMatch,DOID:0110295,semapv:UnspecifiedMatching,autosomal recessive limb-girdle muscular dystrophy type 2U,autosomal recessive limb-girdle muscular dystrophy type 2U
MONDO:0014475,skos:exactMatch,DOID:0050986,semapv:UnspecifiedMatching,spinocerebellar ataxia type 40,spinocerebellar ataxia 40
MONDO:0014476,skos:exactMatch,DOID:0050996,semapv:UnspecifiedMatching,episodic ataxia type 8,episodic ataxia type 8
MONDO:0014477,skos:exactMatch,DOID:0080461,semapv:UnspecifiedMatching,"developmental and epileptic encephalopathy, 26",developmental and epileptic encephalopathy 26
MONDO:0014478,skos:exactMatch,DOID:0070639,semapv:UnspecifiedMatching,mirror movements 3,mirror movements 3
MONDO:0014480,skos:exactMatch,DOID:0111770,semapv:UnspecifiedMatching,"46,XY sex reversal 9","46,XY sex reversal 9"
MONDO:0014481,skos:exactMatch,DOID:0061191,semapv:UnspecifiedMatching,"inflammatory skin and bowel disease, neonatal, 2",neonatal nephrocutaneous inflammatory syndrome
MONDO:0014482,skos:exactMatch,DOID:0070059,semapv:UnspecifiedMatching,"intellectual disability, autosomal dominant 29",autosomal dominant intellectual developmental disorder 29
MONDO:0014484,skos:exactMatch,DOID:0070284,semapv:UnspecifiedMatching,"microcephaly 12, primary, autosomal recessive",primary autosomal recessive microcephaly 12
MONDO:0014485,skos:exactMatch,DOID:0112334,semapv:UnspecifiedMatching,"pontocerebellar hypoplasia, type 1C",pontocerebellar hypoplasia type 1C
MONDO:0014486,skos:exactMatch,DOID:0070060,semapv:UnspecifiedMatching,"intellectual disability, autosomal dominant 30",autosomal dominant intellectual developmental disorder 30
MONDO:0014487,skos:exactMatch,DOID:0080209,semapv:UnspecifiedMatching,congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,"sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay"
MONDO:0014489,skos:exactMatch,DOID:0112381,semapv:UnspecifiedMatching,limb-girdle muscular dystrophy due to POMK deficiency,muscular dystrophy-dystroglycanopathy type C12
MONDO:0014491,skos:exactMatch,DOID:0111939,semapv:UnspecifiedMatching,immunodeficiency 37,immunodeficiency 37
MONDO:0014492,skos:exactMatch,DOID:0070554,semapv:UnspecifiedMatching,wooly hair-palmoplantar keratoderma syndrome,palmoplantar keratoderma and woolly hair
MONDO:0014494,skos:exactMatch,DOID:0111281,semapv:UnspecifiedMatching,"psoriasis 15, pustular, susceptibility to",psoriasis 15
MONDO:0014496,skos:exactMatch,DOID:0080118,semapv:UnspecifiedMatching,mitochondrial complex III deficiency nuclear type 9,mitochondrial complex III deficiency nuclear type 9
MONDO:0014498,skos:exactMatch,DOID:0090065,semapv:UnspecifiedMatching,familial cold autoinflammatory syndrome 4,familial cold autoinflammatory syndrome 4
MONDO:0014499,skos:exactMatch,DOID:0081210,semapv:UnspecifiedMatching,"intellectual disability, autosomal recessive 46",autosomal recessive intellectual developmental disorder 46
MONDO:0014502,skos:exactMatch,DOID:0111934,semapv:UnspecifiedMatching,Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,immunodeficiency 38
MONDO:0014503,skos:exactMatch,DOID:0080064,semapv:UnspecifiedMatching,autosomal recessive spinocerebellar ataxia 17,autosomal recessive spinocerebellar ataxia 17
MONDO:0014505,skos:exactMatch,DOID:0080444,semapv:UnspecifiedMatching,"developmental and epileptic encephalopathy, 27",developmental and epileptic encephalopathy 27
MONDO:0014506,skos:exactMatch,DOID:0060791,semapv:UnspecifiedMatching,hypomyelinating leukodystrophy 9,hypomyelinating leukodystrophy 9
MONDO:0014507,skos:exactMatch,DOID:0081122,semapv:UnspecifiedMatching,Catel-Manzke syndrome,Catel Manzke syndrome
MONDO:0014510,skos:exactMatch,DOID:0081243,semapv:UnspecifiedMatching,fatty acyl-CoA reductase 1 deficiency,rhizomelic chondrodysplasia punctate type 4
MONDO:0014511,skos:exactMatch,DOID:0110171,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease axonal type 2S,Charcot-Marie-Tooth disease axonal type 2S
MONDO:0014512,skos:exactMatch,DOID:0070061,semapv:UnspecifiedMatching,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation,autosomal dominant intellectual developmental disorder 31
MONDO:0014513,skos:exactMatch,DOID:0110931,semapv:UnspecifiedMatching,nemaline myopathy 10,nemaline myopathy 10
MONDO:0014516,skos:exactMatch,DOID:0080106,semapv:UnspecifiedMatching,microcephaly and chorioretinopathy 2,microcephaly and chorioretinopathy 2
MONDO:0014517,skos:exactMatch,DOID:0111301,semapv:UnspecifiedMatching,"generalized epilepsy with febrile seizures plus, type 9",generalized epilepsy with febrile seizures plus 9
MONDO:0014518,skos:exactMatch,DOID:0111048,semapv:UnspecifiedMatching,platelet-type bleeding disorder 19,platelet-type bleeding disorder 19
MONDO:0014520,skos:exactMatch,DOID:0080496,semapv:UnspecifiedMatching,"46,XX ovarian dysgenesis-short stature syndrome",ovarian dysgenesis 4
MONDO:0014521,skos:exactMatch,DOID:0111447,semapv:UnspecifiedMatching,progressive myoclonic epilepsy type 7,progressive myoclonus epilepsy 7
MONDO:0014524,skos:exactMatch,DOID:0081211,semapv:UnspecifiedMatching,"intellectual disability, autosomal recessive 47",autosomal recessive intellectual developmental disorder 47
MONDO:0014525,skos:exactMatch,DOID:0111500,semapv:UnspecifiedMatching,combined oxidative phosphorylation defect type 23,combined oxidative phosphorylation deficiency 23
MONDO:0014527,skos:exactMatch,DOID:0111264,semapv:UnspecifiedMatching,progeroid features-hepatocellular carcinoma predisposition syndrome,Ruijs-Aalfs syndrome
MONDO:0014528,skos:exactMatch,DOID:0060339,semapv:UnspecifiedMatching,chronic atrial and intestinal dysrhythmia,chronic atrial and intestinal dysrhythmia
MONDO:0014529,skos:exactMatch,DOID:0080898,semapv:UnspecifiedMatching,cerebellar-facial-dental syndrome,cerebellofaciodental syndrome
MONDO:0014530,skos:exactMatch,DOID:0080042,semapv:UnspecifiedMatching,autosomal recessive spinocerebellar ataxia 18,autosomal recessive spinocerebellar ataxia 18
MONDO:0014531,skos:exactMatch,DOID:0060355,semapv:UnspecifiedMatching,amyotrophic lateral sclerosis type 22,amyotrophic lateral sclerosis type 22
MONDO:0014532,skos:exactMatch,DOID:0081357,semapv:UnspecifiedMatching,autosomal dominant mitochondrial myopathy with exercise intolerance,isolated mitochondrial myopathy
MONDO:0014533,skos:exactMatch,DOID:0080452,semapv:UnspecifiedMatching,"developmental and epileptic encephalopathy, 28",developmental and epileptic encephalopathy 28
MONDO:0014534,skos:exactMatch,DOID:0112236,semapv:UnspecifiedMatching,lissencephaly 6 with microcephaly,lissencephaly 6
MONDO:0014537,skos:exactMatch,DOID:0111126,semapv:UnspecifiedMatching,nephronophthisis 19,nephronophthisis 19
MONDO:0014538,skos:exactMatch,DOID:0081020,semapv:UnspecifiedMatching,"fibrosis of extraocular muscles, congenital, 5",congenital fibrosis of the extraocular muscles 5
MONDO:0014539,skos:exactMatch,DOID:0111134,semapv:UnspecifiedMatching,focal segmental glomerulosclerosis 9,focal segmental glomerulosclerosis 9
MONDO:0014540,skos:exactMatch,DOID:0110064,semapv:UnspecifiedMatching,amelogenesis imperfecta type 1H,amelogenesis imperfecta type 1H
MONDO:0014541,skos:exactMatch,DOID:0111713,semapv:UnspecifiedMatching,motor developmental delay due to 14q32.2 paternally expressed gene defect,Temple syndrome
MONDO:0014542,skos:exactMatch,DOID:0110658,semapv:UnspecifiedMatching,congenital myasthenic syndrome 15,congenital myasthenic syndrome 15
MONDO:0014543,skos:exactMatch,DOID:0110669,semapv:UnspecifiedMatching,congenital myasthenic syndrome 14,congenital myasthenic syndrome 14
MONDO:0014544,skos:exactMatch,DOID:0110345,semapv:UnspecifiedMatching,osteogenesis imperfecta type 16,osteogenesis imperfecta type 16
MONDO:0014545,skos:exactMatch,DOID:0111451,semapv:UnspecifiedMatching,progressive myoclonic epilepsy type 8,progressive myoclonus epilepsy 8
MONDO:0014547,skos:exactMatch,DOID:0111485,semapv:UnspecifiedMatching,combined oxidative phosphorylation defect type 24,combined oxidative phosphorylation deficiency 24
MONDO:0014548,skos:exactMatch,DOID:0110655,semapv:UnspecifiedMatching,long QT syndrome 14,long QT syndrome 14
MONDO:0014549,skos:exactMatch,DOID:0061262,semapv:UnspecifiedMatching,lethal congenital contracture syndrome 6,
MONDO:0014550,skos:exactMatch,DOID:0110656,semapv:UnspecifiedMatching,long QT syndrome 15,long QT syndrome 15
MONDO:0014555,skos:exactMatch,DOID:0070522,semapv:UnspecifiedMatching,peeling skin syndrome type A,peeling skin syndrome 3
MONDO:0014556,skos:exactMatch,DOID:0081048,semapv:UnspecifiedMatching,"congenital contractures of the limbs and face, hypotonia, and developmental delay",congenital limbs-face contractures-hypotonia-developmental delay syndrome
MONDO:0014557,skos:exactMatch,DOID:0081383,semapv:UnspecifiedMatching,ataxia - oculomotor apraxia type 4,ataxia-oculomotor apraxia 4
MONDO:0014558,skos:exactMatch,DOID:0070062,semapv:UnspecifiedMatching,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,Arboleda-Tham syndrome
MONDO:0014559,skos:exactMatch,DOID:0081212,semapv:UnspecifiedMatching,progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome,autosomal recessive intellectual developmental disorder 48
MONDO:0014560,skos:exactMatch,DOID:0110065,semapv:UnspecifiedMatching,amelogenesis imperfecta type 1F,amelogenesis imperfecta type 1F
MONDO:0014561,skos:exactMatch,DOID:0081134,semapv:UnspecifiedMatching,"3-methylglutaconic aciduria, type VIIB",3-methylglutaconic aciduria type 7b
MONDO:0014561,skos:exactMatch,DOID:0110003,semapv:UnspecifiedMatching,"3-methylglutaconic aciduria, type VIIB","3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia"
MONDO:0014562,skos:exactMatch,DOID:0070244,semapv:UnspecifiedMatching,neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome,primary coenzyme Q10 deficiency 7
MONDO:0014563,skos:exactMatch,DOID:0070540,semapv:UnspecifiedMatching,mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency,mitochondrial short-chain enoyl-CoA hydratase 1 deficiency
MONDO:0014564,skos:exactMatch,DOID:0111066,semapv:UnspecifiedMatching,congenital bile acid synthesis defect 5,congenital bile acid synthesis defect 5
MONDO:0014565,skos:exactMatch,DOID:0110259,semapv:UnspecifiedMatching,cataract 43,cataract 43
MONDO:0014566,skos:exactMatch,DOID:0110173,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease axonal type 2U,Charcot-Marie-Tooth disease axonal type 2U
MONDO:0014567,skos:exactMatch,DOID:0070542,semapv:UnspecifiedMatching,glutamate pyruvate transaminase 2 deficiency,neurodevelopmental disorder with spastic paraplegia and microcephaly
MONDO:0014568,skos:exactMatch,DOID:0110818,semapv:UnspecifiedMatching,hereditary spastic paraplegia 73,hereditary spastic paraplegia 73
MONDO:0014569,skos:exactMatch,DOID:0061263,semapv:UnspecifiedMatching,lethal congenital contracture syndrome 7,
MONDO:0014570,skos:exactMatch,DOID:0061264,semapv:UnspecifiedMatching,lethal congenital contracture syndrome 8,
MONDO:0014571,skos:exactMatch,DOID:0111442,semapv:UnspecifiedMatching,optic atrophy 9,optic atrophy 9
MONDO:0014572,skos:exactMatch,DOID:0080065,semapv:UnspecifiedMatching,Lichtenstein-Knorr syndrome,autosomal recessive spinocerebellar ataxia 19
MONDO:0014574,skos:exactMatch,DOID:0070526,semapv:UnspecifiedMatching,peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome,PLACK syndrome
MONDO:0014577,skos:exactMatch,DOID:0110093,semapv:UnspecifiedMatching,short-rib thoracic dysplasia 13 with or without polydactyly,short-rib thoracic dysplasia 13 with or without polydactyly
MONDO:0014578,skos:exactMatch,DOID:0110674,semapv:UnspecifiedMatching,congenital myasthenic syndrome 17,congenital myasthenic syndrome 17
MONDO:0014579,skos:exactMatch,DOID:0061282,semapv:UnspecifiedMatching,Senior-Loken syndrome 8,
MONDO:0014580,skos:exactMatch,DOID:0070063,semapv:UnspecifiedMatching,"intellectual disability, autosomal dominant 33",autosomal dominant intellectual developmental disorder 33
MONDO:0014581,skos:exactMatch,DOID:0110681,semapv:UnspecifiedMatching,congenital myasthenic syndrome 2A,congenital myasthenic syndrome 2A
MONDO:0014582,skos:exactMatch,DOID:0110680,semapv:UnspecifiedMatching,congenital myasthenic syndrome 2C,congenital myasthenic syndrome 2C
MONDO:0014583,skos:exactMatch,DOID:0110666,semapv:UnspecifiedMatching,congenital myasthenic syndrome 3A,congenital myasthenic syndrome 3A
MONDO:0014584,skos:exactMatch,DOID:0110665,semapv:UnspecifiedMatching,congenital myasthenic syndrome 3B,congenital myasthenic syndrome 3B
MONDO:0014585,skos:exactMatch,DOID:0110664,semapv:UnspecifiedMatching,congenital myasthenic syndrome 3C,congenital myasthenic syndrome 3C
MONDO:0014586,skos:exactMatch,DOID:0110677,semapv:UnspecifiedMatching,congenital myasthenic syndrome 4B,congenital myasthenic syndrome 4B
MONDO:0014587,skos:exactMatch,DOID:0110670,semapv:UnspecifiedMatching,congenital myasthenic syndrome 9,congenital myasthenic syndrome 9
MONDO:0014588,skos:exactMatch,DOID:0110675,semapv:UnspecifiedMatching,congenital myasthenic syndrome 11,congenital myasthenic syndrome 11
MONDO:0014589,skos:exactMatch,DOID:0111110,semapv:UnspecifiedMatching,maturity-onset diabetes of the young type 13,maturity-onset diabetes of the young type 13
MONDO:0014590,skos:exactMatch,DOID:0110683,semapv:UnspecifiedMatching,congenital myasthenic syndrome 18,congenital myasthenic syndrome 18
MONDO:0014591,skos:exactMatch,DOID:0060765,semapv:UnspecifiedMatching,autosomal dominant Robinow syndrome 2,autosomal dominant Robinow syndrome 2
MONDO:0014592,skos:exactMatch,DOID:0080107,semapv:UnspecifiedMatching,microcephaly and chorioretinopathy 3,microcephaly and chorioretinopathy 3
MONDO:0014593,skos:exactMatch,DOID:0080451,semapv:UnspecifiedMatching,"developmental and epileptic encephalopathy, 29",developmental and epileptic encephalopathy 29
MONDO:0014594,skos:exactMatch,DOID:0110588,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 67,autosomal dominant nonsyndromic deafness 67
MONDO:0014595,skos:exactMatch,DOID:0080465,semapv:UnspecifiedMatching,"developmental and epileptic encephalopathy, 30",developmental and epileptic encephalopathy 30
MONDO:0014596,skos:exactMatch,DOID:0112231,semapv:UnspecifiedMatching,lissencephaly 7 with cerebellar hypoplasia,lissencephaly 7 with cerebellar hypoplasia
MONDO:0014597,skos:exactMatch,DOID:0111969,semapv:UnspecifiedMatching,immunodeficiency 39,immunodeficiency 39
MONDO:0014598,skos:exactMatch,DOID:0080437,semapv:UnspecifiedMatching,"developmental and epileptic encephalopathy, 31A",developmental and epileptic encephalopathy 31A
MONDO:0014599,skos:exactMatch,DOID:0070064,semapv:UnspecifiedMatching,"intellectual disability, autosomal dominant 34",autosomal dominant intellectual developmental disorder 34
MONDO:0014600,skos:exactMatch,DOID:0070024,semapv:UnspecifiedMatching,"dyskeratosis congenita, autosomal recessive 6",autosomal recessive dyskeratosis congenita 6
MONDO:0014601,skos:exactMatch,DOID:0080066,semapv:UnspecifiedMatching,autosomal recessive spinocerebellar ataxia 20,autosomal recessive spinocerebellar ataxia 20
MONDO:0014602,skos:exactMatch,DOID:0070065,semapv:UnspecifiedMatching,Houge-Janssens syndrome 1,autosomal dominant intellectual developmental disorder 35
MONDO:0014603,skos:exactMatch,DOID:0110566,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 40,autosomal dominant nonsyndromic deafness 40
MONDO:0014604,skos:exactMatch,DOID:0111251,semapv:UnspecifiedMatching,Parkinson disease 21,Parkinson's disease 21
MONDO:0014605,skos:exactMatch,DOID:0070066,semapv:UnspecifiedMatching,Houge-Janssens syndrome 2,autosomal dominant intellectual developmental disorder 36
MONDO:0014606,skos:exactMatch,DOID:0070067,semapv:UnspecifiedMatching,intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome,White-Sutton syndrome
MONDO:0014607,skos:exactMatch,DOID:0080416,semapv:UnspecifiedMatching,"developmental and epileptic encephalopathy, 32",developmental and epileptic encephalopathy 32
MONDO:0014608,skos:exactMatch,DOID:0060365,semapv:UnspecifiedMatching,mandibulofacial dysostosis with alopecia,mandibulofacial dysostosis with alopecia
MONDO:0014611,skos:exactMatch,DOID:0080136,semapv:UnspecifiedMatching,multiple mitochondrial dysfunctions syndrome 4,multiple mitochondrial dysfunctions syndrome 4
MONDO:0014614,skos:exactMatch,DOID:0110714,semapv:UnspecifiedMatching,congenital stationary night blindness 1G,congenital stationary night blindness 1G
MONDO:0014615,skos:exactMatch,DOID:0111869,semapv:UnspecifiedMatching,"trichothiodystrophy 2, photosensitive",photosensitive trichothiodystrophy 2
MONDO:0014617,skos:exactMatch,DOID:0070068,semapv:UnspecifiedMatching,"intellectual disability, autosomal dominant 38",autosomal dominant intellectual developmental disorder 38
MONDO:0014618,skos:exactMatch,DOID:0110363,semapv:UnspecifiedMatching,retinitis pigmentosa 71,retinitis pigmentosa 71
MONDO:0014619,skos:exactMatch,DOID:0111871,semapv:UnspecifiedMatching,"trichothiodystrophy 3, photosensitive",photosensitive trichothiodystrophy 3
MONDO:0014620,skos:exactMatch,DOID:0090036,semapv:UnspecifiedMatching,myoclonic dystonia 26,myoclonic dystonia 26
MONDO:0014621,skos:exactMatch,DOID:0110226,semapv:UnspecifiedMatching,Brugada syndrome 9,Brugada syndrome 9
MONDO:0014622,skos:exactMatch,DOID:0111708,semapv:UnspecifiedMatching,isolated focal non-epidermolytic palmoplantar keratoderma,focal nonepidermolytic palmoplantar keratoderma
MONDO:0014622,skos:exactMatch,DOID:0111711,semapv:UnspecifiedMatching,isolated focal non-epidermolytic palmoplantar keratoderma,focal nonepidermolytic palmoplantar keratoderma 2
MONDO:0014623,skos:exactMatch,DOID:0070279,semapv:UnspecifiedMatching,"microcephaly 14, primary, autosomal recessive",primary autosomal recessive microcephaly 14
MONDO:0014624,skos:exactMatch,DOID:10235,semapv:UnspecifiedMatching,Brown syndrome,Brown's tendon sheath syndrome
MONDO:0014625,skos:exactMatch,DOID:0080463,semapv:UnspecifiedMatching,"developmental and epileptic encephalopathy, 33",developmental and epileptic encephalopathy 33
MONDO:0014626,skos:exactMatch,DOID:0111744,semapv:UnspecifiedMatching,spinocerebellar ataxia type 41,cerebellar ataxia type 41
MONDO:0014627,skos:exactMatch,DOID:0090050,semapv:UnspecifiedMatching,dystonia 27,dystonia 27
MONDO:0014629,skos:exactMatch,DOID:0081242,semapv:UnspecifiedMatching,autoimmune interstitial lung disease-arthritis syndrome,"autoimmune interstitial lung, joint, and kidney disease"
MONDO:0014630,skos:exactMatch,DOID:0080411,semapv:UnspecifiedMatching,familial adenomatous polyposis 3,familial adenomatous polyposis 3
MONDO:0014632,skos:exactMatch,DOID:0060788,semapv:UnspecifiedMatching,hypomyelinating leukodystrophy 10,hypomyelinating leukodystrophy 10
MONDO:0014633,skos:exactMatch,DOID:0060475,semapv:UnspecifiedMatching,epilepsy with myoclonic atonic seizures,myoclonic-atonic epilepsy
MONDO:0014634,skos:exactMatch,DOID:0111775,semapv:UnspecifiedMatching,"46,XY sex reversal 10","46,XY sex reversal 10"
MONDO:0014636,skos:exactMatch,DOID:0111468,semapv:UnspecifiedMatching,combined oxidative phosphorylation defect type 25,combined oxidative phosphorylation deficiency 25
MONDO:0014637,skos:exactMatch,DOID:0111951,semapv:UnspecifiedMatching,DOCK2 deficiency,immunodeficiency 40
MONDO:0014638,skos:exactMatch,DOID:0111081,semapv:UnspecifiedMatching,Fanconi anemia complementation group T,Fanconi anemia complementation group T
MONDO:0014639,skos:exactMatch,DOID:0060751,semapv:UnspecifiedMatching,familial temporal lobe epilepsy 7,familial temporal lobe epilepsy 7
MONDO:0014640,skos:exactMatch,DOID:0110068,semapv:UnspecifiedMatching,frontotemporal dementia and/or amyotrophic lateral sclerosis 3,frontotemporal dementia and/or amyotrophic lateral sclerosis 3
MONDO:0014641,skos:exactMatch,DOID:0110069,semapv:UnspecifiedMatching,frontotemporal dementia and/or amyotrophic lateral sclerosis 4,frontotemporal dementia and/or amyotrophic lateral sclerosis 4
MONDO:0014644,skos:exactMatch,DOID:0110819,semapv:UnspecifiedMatching,hereditary spastic paraplegia 74,hereditary spastic paraplegia 74
MONDO:0014647,skos:exactMatch,DOID:0080419,semapv:UnspecifiedMatching,"developmental and epileptic encephalopathy, 50",developmental and epileptic encephalopathy 50
MONDO:0014649,skos:exactMatch,DOID:0081213,semapv:UnspecifiedMatching,"intellectual disability, autosomal recessive 50",autosomal recessive intellectual developmental disorder 50
MONDO:0014650,skos:exactMatch,DOID:0060754,semapv:UnspecifiedMatching,familial temporal lobe epilepsy 8,familial temporal lobe epilepsy 8
MONDO:0014651,skos:exactMatch,DOID:0060353,semapv:UnspecifiedMatching,acrofacial dysostosis Cincinnati type,acrofacial dysostosis Cincinnati type
MONDO:0014652,skos:exactMatch,DOID:0111410,semapv:UnspecifiedMatching,exudative vitreoretinopathy 6,exudative vitreoretinopathy 6
MONDO:0014653,skos:exactMatch,DOID:0110395,semapv:UnspecifiedMatching,retinitis pigmentosa 72,retinitis pigmentosa 72
MONDO:0014654,skos:exactMatch,DOID:0060948,semapv:UnspecifiedMatching,Ullrich congenital muscular dystrophy 2,Ullrich congenital muscular dystrophy 2
MONDO:0014656,skos:exactMatch,DOID:0111515,semapv:UnspecifiedMatching,"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2",autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 2
MONDO:0014657,skos:exactMatch,DOID:0110603,semapv:UnspecifiedMatching,primary ciliary dyskinesia 32,primary ciliary dyskinesia 32
MONDO:0014658,skos:exactMatch,DOID:0111158,semapv:UnspecifiedMatching,severe achondroplasia-developmental delay-acanthosis nigricans syndrome,SADDAN
MONDO:0014660,skos:exactMatch,DOID:0070277,semapv:UnspecifiedMatching,"microcephaly 15, primary, autosomal recessive",primary autosomal recessive microcephaly 15
MONDO:0014662,skos:exactMatch,DOID:0070153,semapv:UnspecifiedMatching,congenital insensitivity to pain-hypohidrosis syndrome,hereditary sensory and autonomic neuropathy type 8
MONDO:0014664,skos:exactMatch,DOID:0110992,semapv:UnspecifiedMatching,Joubert syndrome 23,Joubert syndrome 23
MONDO:0014665,skos:exactMatch,DOID:0110178,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease axonal type 2V,Charcot-Marie-Tooth disease axonal type 2V
MONDO:0014666,skos:exactMatch,DOID:0060792,semapv:UnspecifiedMatching,hypomyelinating leukodystrophy 11,hypomyelinating leukodystrophy 11
MONDO:0014667,skos:exactMatch,DOID:0080359,semapv:UnspecifiedMatching,"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3",mitochondrial complex IV deficiency nuclear type 9
MONDO:0014668,skos:exactMatch,DOID:0080360,semapv:UnspecifiedMatching,"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4",mitochondrial complex IV deficiency nuclear type 13
MONDO:0014669,skos:exactMatch,DOID:0081447,semapv:UnspecifiedMatching,cone-rod dystrophy 21,cone-rod dystrophy 21
MONDO:0014670,skos:exactMatch,DOID:0061265,semapv:UnspecifiedMatching,lethal congenital contracture syndrome 9,
MONDO:0014672,skos:exactMatch,DOID:0110338,semapv:UnspecifiedMatching,osteogenesis imperfecta type 17,osteogenesis imperfecta type 17
MONDO:0014673,skos:exactMatch,DOID:0110267,semapv:UnspecifiedMatching,cataract 44,cataract 44
MONDO:0014674,skos:exactMatch,DOID:0111111,semapv:UnspecifiedMatching,maturity-onset diabetes of the young type 14,maturity-onset diabetes of the young type 14
MONDO:0014675,skos:exactMatch,DOID:0110465,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 104,autosomal recessive nonsyndromic deafness 104
